FECHA ENTRADA          | SEÑAL                               | TIPO    |    ENTRADA |     SALIDA |    BENEFICIO
----------------------------------------------------------------------------------------------------------------
19/09/2025 23:19       | Swing Trading Multi Indicator       | short   |    1.17438 |    1.17436 |       2.00 $
19/09/2025 23:21       | Swing Trading Multi Indicator       | short   |    1.17443 |    1.17428 |      15.00 $
19/09/2025 23:23       | Shooting Star                       | short   |    1.17448 |    1.17424 |      24.00 $
19/09/2025 23:24       | Swing Trading Multi Indicator       | short   |    1.17444 |    1.17421 |      23.00 $
19/09/2025 23:25       | Swing Trading Multi Indicator       | short   |    1.17442 |    1.17419 |      23.00 $
19/09/2025 23:26       | Marubozu                            | short   |    1.17435 |    1.17396 |      39.00 $
19/09/2025 23:26       | Three Black Crows                   | short   |    1.17435 |    1.17396 |      39.00 $
19/09/2025 23:26       | Swing Trading Multi Indicator       | short   |    1.17435 |    1.17396 |      39.00 $
19/09/2025 23:27       | Swing Trading Multi Indicator       | short   |    1.17441 |    1.17420 |      21.00 $
19/09/2025 23:28       | Swing Trading Multi Indicator       | short   |    1.17442 |    1.17417 |      25.00 $
19/09/2025 23:29       | Dark Cloud Cover                    | short   |    1.17436 |    1.17412 |      24.00 $
19/09/2025 23:29       | Engulfing                           | short   |    1.17436 |    1.17412 |      24.00 $
19/09/2025 23:29       | Scalping Stochrsi Ema               | short   |    1.17436 |    1.17412 |      24.00 $
19/09/2025 23:29       | Swing Trading Multi Indicator       | short   |    1.17436 |    1.17412 |      24.00 $
19/09/2025 23:30       | Swing Trading Multi Indicator       | short   |    1.17439 |    1.17407 |      32.00 $
19/09/2025 23:31       | Swing Trading Multi Indicator       | short   |    1.17428 |    1.17408 |      20.00 $
19/09/2025 23:32       | Swing Trading Multi Indicator       | short   |    1.17428 |    1.17413 |      15.00 $
19/09/2025 23:33       | Engulfing                           | short   |    1.17424 |    1.17413 |      11.00 $
19/09/2025 23:33       | Momentum Rsi Macd                   | short   |    1.17424 |    1.17413 |      11.00 $
19/09/2025 23:33       | Swing Trading Multi Indicator       | short   |    1.17424 |    1.17413 |      11.00 $
19/09/2025 23:42       | Morning Star                        | long    |    1.17413 |    1.17418 |       5.00 $
19/09/2025 23:43       | Hanging Man                         | short   |    1.17413 |    1.17403 |      10.00 $
19/09/2025 23:43       | Swing Trading Multi Indicator       | short   |    1.17413 |    1.17403 |      10.00 $
19/09/2025 23:48       | Harami                              | short   |    1.17434 |    1.17419 |      15.00 $
